medicine_uri,medicine_uriLabel,ConditionsTreatedLabel
http://www.wikidata.org/entity/Q18216,aspirin,rheumatoid arthritis
http://www.wikidata.org/entity/Q18216,aspirin,heart disease
http://www.wikidata.org/entity/Q18216,aspirin,hyperthermia
http://www.wikidata.org/entity/Q18216,aspirin,acute coronary syndrome
http://www.wikidata.org/entity/Q18216,aspirin,rheumatic fever
http://www.wikidata.org/entity/Q18216,aspirin,atrial fibrillation
http://www.wikidata.org/entity/Q18216,aspirin,gout attack
http://www.wikidata.org/entity/Q18216,aspirin,acute myocardial infarction
http://www.wikidata.org/entity/Q18936,doxorubicin,breast cancer
http://www.wikidata.org/entity/Q18936,doxorubicin,ovarian cancer
http://www.wikidata.org/entity/Q18936,doxorubicin,lymphoma
http://www.wikidata.org/entity/Q18936,doxorubicin,acute myeloid leukemia
http://www.wikidata.org/entity/Q18936,doxorubicin,mantle cell lymphoma
http://www.wikidata.org/entity/Q18936,doxorubicin,bladder cancer
http://www.wikidata.org/entity/Q18936,doxorubicin,chronic lymphocytic leukemia
http://www.wikidata.org/entity/Q18936,doxorubicin,non-Hodgkin lymphoma
http://www.wikidata.org/entity/Q18936,doxorubicin,Post-transplant lymphoproliferative disorder
http://www.wikidata.org/entity/Q18936,doxorubicin,hepatoblastoma
http://www.wikidata.org/entity/Q18936,doxorubicin,invasive ductal carcinoma
http://www.wikidata.org/entity/Q18936,doxorubicin,transitional cell carcinoma
http://www.wikidata.org/entity/Q18936,doxorubicin,diffuse large B-cell lymphoma
http://www.wikidata.org/entity/Q18936,doxorubicin,B-cell lymphoma
http://www.wikidata.org/entity/Q18936,doxorubicin,T-cell lymphoma
http://www.wikidata.org/entity/Q18936,doxorubicin,plasmablastic lymphoma
http://www.wikidata.org/entity/Q18936,doxorubicin,mature T-cell and NK-cell lymphoma
http://www.wikidata.org/entity/Q18936,doxorubicin,precursor T-lymphoblastic lymphoma/leukemia
http://www.wikidata.org/entity/Q18936,doxorubicin,hematologic cancer
http://www.wikidata.org/entity/Q18936,doxorubicin,primary mediastinal B-cell lymphoma
http://www.wikidata.org/entity/Q18936,doxorubicin,precursor T-cell acute lymphoblastic leukemia
http://www.wikidata.org/entity/Q18936,doxorubicin,"neuroblastoma, susceptibility to"
http://www.wikidata.org/entity/Q18936,doxorubicin,bone sarcoma
http://www.wikidata.org/entity/Q18939,azathioprine,ulcerative colitis
http://www.wikidata.org/entity/Q18939,azathioprine,systemic lupus erythematosus
http://www.wikidata.org/entity/Q18939,azathioprine,multiple sclerosis
http://www.wikidata.org/entity/Q18939,azathioprine,myasthenia gravis
http://www.wikidata.org/entity/Q18939,azathioprine,rheumatoid arthritis
http://www.wikidata.org/entity/Q18939,azathioprine,autoimmune thrombocytopenic purpura
http://www.wikidata.org/entity/Q18939,azathioprine,autoimmune hepatitis
http://www.wikidata.org/entity/Q18939,azathioprine,autoimmune disease
http://www.wikidata.org/entity/Q18939,azathioprine,Crohn's colitis
http://www.wikidata.org/entity/Q19484,metformin,hyperglycemia
http://www.wikidata.org/entity/Q19484,metformin,maturity-onset diabetes of the young type 2
http://www.wikidata.org/entity/Q20994,nimesulide,
http://www.wikidata.org/entity/Q23118,lysergic acid diethylamide,
http://www.wikidata.org/entity/Q23767,calcium carbonate,osteoporosis
http://www.wikidata.org/entity/Q23767,calcium carbonate,peptic ulcer disease
http://www.wikidata.org/entity/Q23767,calcium carbonate,gastroesophageal reflux disease
http://www.wikidata.org/entity/Q23767,calcium carbonate,heartburn
http://www.wikidata.org/entity/Q23767,calcium carbonate,indigestion
http://www.wikidata.org/entity/Q23767,calcium carbonate,chronic kidney disease
http://www.wikidata.org/entity/Q23767,calcium carbonate,hematochezia
http://www.wikidata.org/entity/Q23767,calcium carbonate,peptic esophagitis
http://www.wikidata.org/entity/Q23767,calcium carbonate,gastric ulcer
http://www.wikidata.org/entity/Q23767,calcium carbonate,duodenal ulcer
http://www.wikidata.org/entity/Q26272,atropine,cardiac arrest
http://www.wikidata.org/entity/Q26272,atropine,bradycardia
http://www.wikidata.org/entity/Q26272,atropine,uveitis
http://www.wikidata.org/entity/Q26272,atropine,gastric ulcer
http://www.wikidata.org/entity/Q26963,progesterone,amenorrhea
http://www.wikidata.org/entity/Q26963,progesterone,endometrial hyperplasia
http://www.wikidata.org/entity/Q28746,flavin adenine dinucleotide,
http://www.wikidata.org/entity/Q29310,tropicamide,iridocyclitis
http://www.wikidata.org/entity/Q29310,tropicamide,keratitis
http://www.wikidata.org/entity/Q29310,tropicamide,iritis
http://www.wikidata.org/entity/Q29417,tretinoin,acne
http://www.wikidata.org/entity/Q29417,tretinoin,acute myeloid leukemia
http://www.wikidata.org/entity/Q29417,tretinoin,acute promyelocytic leukemia
http://www.wikidata.org/entity/Q29417,tretinoin,skin disease
http://www.wikidata.org/entity/Q29417,tretinoin,facial dermatosis
http://www.wikidata.org/entity/Q31030,xylometazoline,
http://www.wikidata.org/entity/Q32089,sirolimus,renal cell carcinoma
http://www.wikidata.org/entity/Q32089,sirolimus,graft-versus-host disease
http://www.wikidata.org/entity/Q32089,sirolimus,transplant rejection
http://www.wikidata.org/entity/Q32089,sirolimus,lymphangioleiomyomatosis
http://www.wikidata.org/entity/Q32089,sirolimus,pachyonychia congenita
http://www.wikidata.org/entity/Q32921,halothane,asthma
http://www.wikidata.org/entity/Q32921,halothane,status asthmaticus
http://www.wikidata.org/entity/Q39111,nifedipine,arterial hypertension
http://www.wikidata.org/entity/Q39111,nifedipine,angina pectoris
http://www.wikidata.org/entity/Q41576,cocaine,cough
http://www.wikidata.org/entity/Q41576,cocaine,pain
http://www.wikidata.org/entity/Q42171,rimantadine,
http://www.wikidata.org/entity/Q44931,sarpogrelate,arterial occlusive disease
http://www.wikidata.org/entity/Q44944,tegaserod,constipation
http://www.wikidata.org/entity/Q44944,tegaserod,functional gastrointestinal disorder
http://www.wikidata.org/entity/Q407781,dextromethorphan,cough
http://www.wikidata.org/entity/Q407781,dextromethorphan,nasopharyngitis
http://www.wikidata.org/entity/Q407841,reserpine,schizophrenia
http://www.wikidata.org/entity/Q407841,reserpine,arterial hypertension
http://www.wikidata.org/entity/Q407883,Ketoconazole,paracoccidioidomycosis
http://www.wikidata.org/entity/Q407883,Ketoconazole,candidiasis
http://www.wikidata.org/entity/Q407883,Ketoconazole,leishmaniasis
http://www.wikidata.org/entity/Q407883,Ketoconazole,seborrhoeic dermatitis
http://www.wikidata.org/entity/Q407883,Ketoconazole,fungal infectious disease
http://www.wikidata.org/entity/Q407883,Ketoconazole,blastomycosis
http://www.wikidata.org/entity/Q407883,Ketoconazole,histoplasmosis
http://www.wikidata.org/entity/Q407883,Ketoconazole,coccidioidomycosis
http://www.wikidata.org/entity/Q407883,Ketoconazole,pityriasis versicolor
http://www.wikidata.org/entity/Q407883,Ketoconazole,vulvovaginal candidiasis
http://www.wikidata.org/entity/Q407883,Ketoconazole,seborrheic infantile dermatitis
http://www.wikidata.org/entity/Q407883,Ketoconazole,oral candidiasis
http://www.wikidata.org/entity/Q407883,Ketoconazole,chronic mucocutaneous candidiasis
http://www.wikidata.org/entity/Q407883,Ketoconazole,dermatomycosis
http://www.wikidata.org/entity/Q407883,Ketoconazole,tinea pedis
http://www.wikidata.org/entity/Q407883,Ketoconazole,cutaneous candidiasis
http://www.wikidata.org/entity/Q407883,Ketoconazole,Tinea
http://www.wikidata.org/entity/Q407927,dimethyl sulfoxide,
http://www.wikidata.org/entity/Q407972,chlorpromazine,schizophrenia
http://www.wikidata.org/entity/Q407972,chlorpromazine,tetanus
http://www.wikidata.org/entity/Q407972,chlorpromazine,hiccups
http://www.wikidata.org/entity/Q407972,chlorpromazine,vomiting
http://www.wikidata.org/entity/Q407972,chlorpromazine,acute intermittent porphyria
http://www.wikidata.org/entity/Q407972,chlorpromazine,anxiety disorder
http://www.wikidata.org/entity/Q407972,chlorpromazine,oppositional defiant disorder
http://www.wikidata.org/entity/Q407972,chlorpromazine,schizophreniform disorder
http://www.wikidata.org/entity/Q407988,clonazepam,schizophrenia
http://www.wikidata.org/entity/Q407988,clonazepam,epilepsy
http://www.wikidata.org/entity/Q407988,clonazepam,bipolar disorder
http://www.wikidata.org/entity/Q407988,clonazepam,anxiety
http://www.wikidata.org/entity/Q407988,clonazepam,post-traumatic stress disorder
http://www.wikidata.org/entity/Q407988,clonazepam,dysarthria
http://www.wikidata.org/entity/Q407988,clonazepam,anxiety disorder
http://www.wikidata.org/entity/Q407988,clonazepam,panic disorder
http://www.wikidata.org/entity/Q407988,clonazepam,generalized anxiety disorder
http://www.wikidata.org/entity/Q407988,clonazepam,restless legs syndrome
http://www.wikidata.org/entity/Q407988,clonazepam,insomnia
http://www.wikidata.org/entity/Q407988,clonazepam,transient tic disorder
http://www.wikidata.org/entity/Q407988,clonazepam,childhood absence epilepsy
http://www.wikidata.org/entity/Q407988,clonazepam,early myoclonic encephalopathy
http://www.wikidata.org/entity/Q407988,clonazepam,Myoclonic epilepsy
http://www.wikidata.org/entity/Q407988,clonazepam,sleep-wake disorder
http://www.wikidata.org/entity/Q408014,chondroitin sulfate,
http://www.wikidata.org/entity/Q408032,edetic acid,hypercalcemia
http://www.wikidata.org/entity/Q408099,brivaracetam,epilepsy
http://www.wikidata.org/entity/Q408132,Molsidomine,
http://www.wikidata.org/entity/Q408155,catumaxomab,
http://www.wikidata.org/entity/Q408163,anagrelide,thrombocytopenia
http://www.wikidata.org/entity/Q408163,anagrelide,polycythemia vera
http://www.wikidata.org/entity/Q408163,anagrelide,essential thrombocytosis
http://www.wikidata.org/entity/Q408163,anagrelide,thrombogavitis
http://www.wikidata.org/entity/Q408163,anagrelide,myeloproliferative disorders
http://www.wikidata.org/entity/Q408265,lorazepam,vomiting
http://www.wikidata.org/entity/Q408265,lorazepam,anxiety
http://www.wikidata.org/entity/Q408265,lorazepam,catatonia
http://www.wikidata.org/entity/Q408265,lorazepam,anxiety disorder
http://www.wikidata.org/entity/Q408265,lorazepam,status epilepticus
http://www.wikidata.org/entity/Q408265,lorazepam,insomnia
http://www.wikidata.org/entity/Q408265,lorazepam,schizophreniform disorder
http://www.wikidata.org/entity/Q408265,lorazepam,substance abuse
http://www.wikidata.org/entity/Q408265,lorazepam,focal epilepsy
http://www.wikidata.org/entity/Q408265,lorazepam,neurotic disorder
http://www.wikidata.org/entity/Q408265,lorazepam,sleep-wake disorder
http://www.wikidata.org/entity/Q408283,denosumab,bone fracture
http://www.wikidata.org/entity/Q408283,denosumab,osteoporosis
http://www.wikidata.org/entity/Q408283,denosumab,injury
http://www.wikidata.org/entity/Q408283,denosumab,gastroesophageal reflux disease
http://www.wikidata.org/entity/Q408283,denosumab,esophagitis
http://www.wikidata.org/entity/Q408283,denosumab,osteomalacia
http://www.wikidata.org/entity/Q408283,denosumab,hyperparathyroidism
http://www.wikidata.org/entity/Q408283,denosumab,hypercalcemia
http://www.wikidata.org/entity/Q408283,denosumab,non-small-cell lung carcinoma
http://www.wikidata.org/entity/Q408283,denosumab,musculoskeletal disorder
http://www.wikidata.org/entity/Q408283,denosumab,Aneurysmal bone cyst
http://www.wikidata.org/entity/Q408283,denosumab,bone disease
http://www.wikidata.org/entity/Q408283,denosumab,osteoarthritis susceptibility 1
http://www.wikidata.org/entity/Q408283,denosumab,rare breast tumor
http://www.wikidata.org/entity/Q408283,denosumab,postmenopausal osteoporosis
http://www.wikidata.org/entity/Q408289,gestodene,
http://www.wikidata.org/entity/Q408295,gold monosodium thiomalate,
http://www.wikidata.org/entity/Q408300,fluspirilene,
http://www.wikidata.org/entity/Q408427,sulfathiazole,vaginitis
http://www.wikidata.org/entity/Q408432,protriptyline,neurotic disorder
http://www.wikidata.org/entity/Q408471,paroxetine,anxiety
http://www.wikidata.org/entity/Q408471,paroxetine,obsessive-compulsive disorder
http://www.wikidata.org/entity/Q408471,paroxetine,post-traumatic stress disorder
http://www.wikidata.org/entity/Q408471,paroxetine,social phobia
http://www.wikidata.org/entity/Q408471,paroxetine,eating disorder
http://www.wikidata.org/entity/Q408471,paroxetine,anxiety disorder
http://www.wikidata.org/entity/Q408471,paroxetine,panic disorder
http://www.wikidata.org/entity/Q408471,paroxetine,generalized anxiety disorder
http://www.wikidata.org/entity/Q408471,paroxetine,neurotic disorder
http://www.wikidata.org/entity/Q408524,cyclophosphamide,systemic lupus erythematosus
http://www.wikidata.org/entity/Q408524,cyclophosphamide,multiple sclerosis
http://www.wikidata.org/entity/Q408524,cyclophosphamide,myasthenia gravis
http://www.wikidata.org/entity/Q408524,cyclophosphamide,autoimmune hemolytic anemia
http://www.wikidata.org/entity/Q410513,megestrol,endometrial carcinoma
http://www.wikidata.org/entity/Q410546,neostigmine,myasthenia gravis
http://www.wikidata.org/entity/Q410546,neostigmine,urinary retention
http://www.wikidata.org/entity/Q410546,neostigmine,bladder disease
http://www.wikidata.org/entity/Q410551,boceprevir,liver cirrhosis
http://www.wikidata.org/entity/Q410551,boceprevir,hepatitis C
http://www.wikidata.org/entity/Q410595,physostigmine,glaucoma
http://www.wikidata.org/entity/Q410608,butabarbital,insomnia
http://www.wikidata.org/entity/Q410618,meptazinol,
http://www.wikidata.org/entity/Q410656,Ofatumumab,chronic lymphocytic leukemia
http://www.wikidata.org/entity/Q410656,Ofatumumab,non-Hodgkin lymphoma
http://www.wikidata.org/entity/Q410656,Ofatumumab,diffuse large B-cell lymphoma
http://www.wikidata.org/entity/Q410656,Ofatumumab,B-cell lymphoma
http://www.wikidata.org/entity/Q410663,fluoxymesterone,breast cancer
http://www.wikidata.org/entity/Q410663,fluoxymesterone,hypogonadism
http://www.wikidata.org/entity/Q410663,fluoxymesterone,angioedema
http://www.wikidata.org/entity/Q410663,fluoxymesterone,delayed puberty
http://www.wikidata.org/entity/Q410683,iohexol,
http://www.wikidata.org/entity/Q410789,ambrisentan,portal hypertension
http://www.wikidata.org/entity/Q410789,ambrisentan,pulmonary hypertension
http://www.wikidata.org/entity/Q410789,ambrisentan,Cor pulmonale
http://www.wikidata.org/entity/Q410789,ambrisentan,connective tissue disease
http://www.wikidata.org/entity/Q410789,ambrisentan,systemic scleroderma
http://www.wikidata.org/entity/Q410789,ambrisentan,Portopulmonary hypertension
http://www.wikidata.org/entity/Q410789,ambrisentan,chronic pulmonary heart disease
http://www.wikidata.org/entity/Q410829,heptabarbital,
http://www.wikidata.org/entity/Q410842,phenylacetic acid,
http://www.wikidata.org/entity/Q410922,fluorescein,
http://www.wikidata.org/entity/Q410965,Insulin Detemir,type-1 diabetes
http://www.wikidata.org/entity/Q410965,Insulin Detemir,maturity-onset diabetes of the young type 2
http://www.wikidata.org/entity/Q411150,diphenylpyraline,
http://www.wikidata.org/entity/Q411159,famotidine,urticaria
http://www.wikidata.org/entity/Q411159,famotidine,Zollinger-Ellison syndrome
http://www.wikidata.org/entity/Q411159,famotidine,gastroesophageal reflux disease
http://www.wikidata.org/entity/Q411159,famotidine,heartburn
http://www.wikidata.org/entity/Q411159,famotidine,indigestion
http://www.wikidata.org/entity/Q411159,famotidine,peptic esophagitis
http://www.wikidata.org/entity/Q411159,famotidine,gastric ulcer
http://www.wikidata.org/entity/Q411159,famotidine,duodenal ulcer
http://www.wikidata.org/entity/Q411159,famotidine,arterial occlusive disease
http://www.wikidata.org/entity/Q411175,Mifamurtide,
http://www.wikidata.org/entity/Q411188,aripiprazole,Alzheimer's disease
http://www.wikidata.org/entity/Q411188,aripiprazole,mental disorder
http://www.wikidata.org/entity/Q411188,aripiprazole,schizophrenia
http://www.wikidata.org/entity/Q411188,aripiprazole,dementia
http://www.wikidata.org/entity/Q411188,aripiprazole,anxiety
http://www.wikidata.org/entity/Q411188,aripiprazole,psychosis
http://www.wikidata.org/entity/Q411188,aripiprazole,obsessive-compulsive disorder
http://www.wikidata.org/entity/Q411188,aripiprazole,mood disorder
http://www.wikidata.org/entity/Q411188,aripiprazole,Tourette syndrome
http://www.wikidata.org/entity/Q411188,aripiprazole,post-traumatic stress disorder
http://www.wikidata.org/entity/Q411188,aripiprazole,borderline personality disorder
http://www.wikidata.org/entity/Q411188,aripiprazole,personality disorder
http://www.wikidata.org/entity/Q411188,aripiprazole,schizoaffective disorder
http://www.wikidata.org/entity/Q411229,Itraconazole,paracoccidioidomycosis
http://www.wikidata.org/entity/Q411229,Itraconazole,aspergillosis
